clean_comment,category
vejam sinai da profecias ltimos dia volta verdadeiro messias no livro de apocalipse!,0
doft,0
let help kanye west go httpswww.gofundme.comfundyeezy make donate,0
"wtf not kanye west, daft punk !",-1
youve gotta love kanye west! 3,1
"55,573 waching april 14 2018",0
man bumpin playing mw2 days..... better time,1
watching 420 day!!!!,1
"original not, shadyvox better.",1
brah not good but like it!,1
thats daft punk come from? hm well guess robot make robots.,-1
like daft punk p,1
"wtf, 10 year gone fast",-1
holy shit! 399 000 viewer,0
"3,935 people k",0
didnt even mean not logical,-1
song like drug u cant stop listening,1
kanye might asshole but cant deny make good music legend....,0
"12 year still banger, damn",0
girl blackanese,0
"13 year ago second video ever watched youtube. watching daft hand related video bar, back actually related video option, not bot recommending stupid stuff u click uploader get money",0
ktos z polski,0
"quien e la chica que sale en el vdeo,pens que era kim kardashian",0
"good song kanye, not even",1
puppiez226 thumb if....... comment stupid,-1
sjjsjsjej,0
motorcyle part reminds tron,0
wow..... crap. knew easy create crap studio none would give idiot respect. learn play real instrument create music.... button pushing letting sequencer playing you...... crap.,-1
heard north west got lost. somewhere south east.,0
fbinc176 no wont shut fucking mouth dickwad,-1
"yo kanye, ima let finish, but daft punk one best song time. seriously. fucked up.",-1
il fait un scanner scanner,0
mv made pay homage akira yeezus,0
parece de fnf jajsjs,0
"well sort of, free masonry actually exist legit cult logo symbolism people call illuminati actually free mason symbols.",0
"daft punk harder. better, faster, stronger whats sampled youre asking this, youre welcome!",1
hell daft punk done kanye? cool remix though.,-1
"real shit, ofcourse daft punk. kanye bought permision use idea mixed it. would rather listen daft punk version..",-1
never really interested kanye heard song,0
melhor musica quebrando regras,0
"baarbiiee10 loooooooooooooooooooooooooooooooooooool, probably didnt know lyric meant grade 5!",-1
course kanye give no credit daft punk,-1
annoys kanye barely give credit daft punk people practically made song,-1
daft punk moment,0
"anyone 2024 damn,they dont make em like anymore",-1
2022 ??,0
love lil pump,1
2019 long live x,1
use action film,0
"itsmekendall alot u do, shut stop asking thumb up. lol",0
yeezy 2020,0
"love every part video homage akira 1988, love kanye",1
kanye number one!!!,1
008,1
listened song hollywood rip ride rockit universal orlando? didnt.,0
wow,1
song trash,-1
speed x1.25,1
?,-1
"so, ft. daft punk mr. west?",0
guy 2152 ?,0
k r .........,0
mom feeling son? harder better faster stronger,1
daft punk ruleeeeeeeeeeeeeeeeeee!,0
akira anima,0
kanye v daft punk? great artists. get it.,0
fact put car friend 2009 make feel,0
kanye getting money... daft punk instead. but still gud song,0
woow clip akira 1988 anime. kanye west akira xd,0
perfect revenge song!!,1
gonna listen 2038?hype,1
first yeezy heard time every day listenin magic,1
akira fuck video.,-1
mikaelhurst obvious troll obvious.,-1
love song called stronger kanye west one favorite united state america. song look cool.,1
", hiphop...",0
crashout,0
u black kate moss 2night yeah,0
called daft punk ft kanye west stronger,0
people disliked comment said kanye west version better daft punk xd.,-1
wholl watch january 2017?,0
wie komt hier door enzoknol,0
two word corey taylor,0
guy didnt know video inspired anime called akira.,0
nice rapper wonder think certain german politics like austrian painter,1
l0000l fantastiiiiiiiick !,1
great song montage,1
really dont like kanye west but wasnt bad,0
people taste music not everyone like music you.,0
"take this...haters,just lol",-1
"no top comment yet? thumb , ty",1
think mean 2017 since like future ish theme awesome song. like daft punk...,1
"zombone3535 tell truth, wouldnt sorry either, nigga",0
111 best part,1
sound music dying.,-1
"little piece shit, made famous spouting word people music talent, revolutionary video thats cinical rip akira. rapper djs, fucking vulture world. people make superstars. fucking scare me, people, specially you, far gone crazyass americans.",-1
u daft punk music vid?,-1
official version vevo censored version. actual fuck seriously,-1
fake kanye fan come dy,-1
"le franais, manifestez vous !",1
tell got inspiration akira,0
jamal feat chemcuk,0
song stay head 247 guess,0
like windy hosital,1
but know god put front,1
"song sung american rapper, sample taken french duo song video japanese theme o.o",0
tax arnold,0
6711dylan think opposite happened regard comment twentysix times! coincidence. nout,0
3638 people weaker,-1
daft hand body video view original song?,-1
like 2014 still listening song.,0
letuhanija,0
2045 ????????,0
du rap sur du daft punk? bof...,0
hmmm.... yeah apollonia fine.,1
"82,010 like 60,770,779 stronger feel",1
good day kanye,0
advantage reasonable men defending reasonable men... ethanolist abuse kanye dreaming would drop still believe class act possibly owe get taylor swift let collaborate next self writing shit get condemned? talk blocked! got stand ethanolists believe kill u,-1
daft punks...,-1
video reminds akira movie...,0
quebrando regra! 3,0
10 year ago? ok buddy,0
youngakli well n real.?,0
"heyyolistentomyversionofstanitsdope imma,16,year,old,rappersingerproducer idorealhiphop helpmeget550subs",0
", . ..",0
2016 hello!,1
httpswww.fiverr.coms26053e82a87,0
childhood memory,0
hell thinking made song original allot better,-1
song bop lbp,1
andreoutcas,0
"fucking profited daft punk, lyric sucked good part people liked daft punk song harder better faster backdrop shock un original",-1
11 year ago kanye west president kanye west,0
would not listened daft punk wasnt it.,-1
"find much later best part song would otherwise hate written artists?!?! daft punk, iomgene heap... grrrr. stupid pop music. cant take good song ruin retarded lyric real gold.",-1
300.000.000. true 3,0
listened basketball game... dropped 50 points!,-1
"whens next micro mamba album coming out? cool tape release time, work better release time...",1
one best song ever !,1
hear song school travel 4 houers bus,0
daft punk.... hell yayyayayayayya,-1
de lalgrie aot 2018,0
serious?,1
"sry.....but think version better daft punk version... went listen someone talked it, but honestly like version better.",1
vim pelo mc daniel,0
people saying oh kanye stole beattttits sampled.you see daft punk right beginning.so sampled. httpsgenius.comkanyeweststrongerlyrics,0
"well kanye, while. remember actually made good music, trash. two question though, didnt say, ft. daft punk...? originally theyre song. also, whats girl getting filmed no reason? wouldve good, dropped, focused kanye hospital, push people back telepathy? damage? kind give edgy clip hanger feeling it.",-1
ahhh good old days..,1
take haters!!!! look color stand together well guess represent every color but color sure... im unique love color,1
jackab32 im taylor swift fan love! kanye,1
daft punk harder better faster stronger better,1
back old kanye,0
never really cared watch official music video heard reference akira it.,-1
msica quebrando regras,1
daft punk mutha fuckas!!!!,-1
song pump everytime hear hah!,1
"damn dont know whether see awesome feature akiras tetsuo part, think crummy steal idea somewhere else .",-1
talking drugs???,0
pov minecraft fight warden . song listen kanye west stronger,0
luv songg!,1
else find song suitable chase cars? especially refrain,0
tupac forever !!!!!!!!! r.i.p rest peace,1
psaajaaiaiw,0
thumb song kanyes whole career thanks daft punk,0
still hear 2017,1
ltsump haha well least got attention,1
song neaver get old,1
else watching 2030?,0
cooooooooooooopied,-1
back kanye actually good,1
concept anime akira good anime song.,1
"guys, know much monry daft punk made this?",-1
day 81 listening stronger everyday 1 year,0
"amina koyim bu arky dinlediim de kendimden geiyorum gaza geliyorum oklava eviriyorum kalam duvarlara vuruyorum, iime yaama sevinci geliyor syle krlarda zplayp hayat maximumda yapasm var",0
unleash dragon energy,0
dafk punk,-1
still good?,0
footiegear fact,1
pretty much song know kanye dude,0
classic cool love daft punk,1
said french ppl watchin video?,0
oppppppppppppaa gangnam style!,0
"care kanye taylor swift, make great music dont give fuck attitude. is. kanye tha man",1
"id never thought id like one kanyes songs. thats one, atm jam! thank you, one pricky classmate",1
"without singing, think would good song played light cycle part tron legacy",1
"dis fkn mint!!, dis shit sacred",-1
fancy glass e come,0
black child right kanye hopefully get witch spell,0
kflynn82 dont like kanye vid not fucking listening daft punk like then?,-1
blackcat555 oh yeah sorry...,-1
dont kill cin make stronger 88,1
watch dog anyone,0
stronger much love kanye,1
"daft punk kanye good friends. didnt steal them, took song remade different genre audience thats it. no daft punk not produce instrumental either. kanye did.",1
"dont cancel me, make stronger",1
no kanye west song p,0
mean wish kanye would bring back shudder shade tbh,0
think kanye actually watched akira clever video director ? lol,0
wait video heavily inspired akira thats mad never noticed,0
think original better but still great song,1
"assymcgeekicksace said sample asshead, im not fucking stupid. go back listening shitty mainstream radio music.",-1
dont make em like anymore tell it...,-1
mein respectierung!,0
"oso amazing , song deserve better...",1
bumping shit walkman back 6th grade oooohhhh,-1
"so, kanyawestvevo, not gonna mention feature daft punk? make wonder one two didnt want daft punk given credit.",-1
alu eckbar!,0
"well black kate moss, no problem!",1
guzel,0
completely forgot fact kanye actually something productive,0
ya go hangover 2,0
258 jack spotted,0
akira ?? haha,0
no one noticed inspired akira,0
give fck!,-1
chuncy09 simply amazing...,1
dont know,0
poor bastard 3,-1
really say anybody make real sht anymore 048 dude lissen vid heartless.... still great song hope real rapper kanye comming back soon,1
kanyeeee wee loveeee youuuuu,1
good porn sound,1
one guy try look like bad internet mother prob paying ?? let people think want. free world last time checked..,-1
3310 people not stronger.,-1
kanye suck daft punk rock,-1
7156 people obviously getting weaker,-1
"funny thing is, bith kanye daft punk huge anime fan",0
adoro esta canciiooon,0
omg,0
"marsden107 lmao, no.",0
video went viral 2009. time pas daft punk make video background music 2013 video go viral 2013.,0
cyborg.,0
tronger ixtronger stronger ?,0
terrible. song officially ruined.,-1
credit daft punk two guy helmet giving thumb,0
"another terminator movie need made, song credit",0
bro remember white shade cool.,1
lol music video bunch reference animeted movie akira,0
seven?,0
thumb 1 minute didnt pa but youre watcing comments.,0
yakin strong dek,1
ape klondike,0
like kanye nowadays?,0
thumb even like life,1
"great remix, best part played louis vuiton runway.",1
fortnit3 guy,0
dwcriticism dont hater dont single youtube friend video channel comment shut fuck up.,-1
second hangover movie,0
way ahead time..,1
kayne west teve permissao daft punk para gravar musica e foi daft puk q ganhou creditos,0
animemanga fan watch akira rewatch video. dope !,1
reason song reasonably good daft punk part...,1
thats not real daft punk but actor film,-1
hehehe like song.... music vid creepy though,1
"mrkraiola south park joke based true stories?!? o.o, damn dumb then.",-1
hey not give credit daft punk,-1
vim pelo terrobionic,0
